Time (sec), Theta_0, Theta_1, Theta_2, Theta_3, Theta_4, ThetaDes_0, ThetaDes_1, ThetaDes_2, ThetaDes_3, ThetaDes_4
8.132000, 0.022391, 0.022391, 0.662471, -0.912765, -0.959356, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.132000, 0.023110, 0.023110, 0.662464, -0.912765, -0.959358, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.132000, 0.023713, 0.023713, 0.662457, -0.912765, -0.959359, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.133000, 0.024212, 0.024212, 0.662448, -0.912765, -0.959361, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.133000, 0.024778, 0.024778, 0.662440, -0.912764, -0.959362, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.133000, 0.025269, 0.025269, 0.662430, -0.912764, -0.959364, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.133000, 0.025800, 0.025800, 0.662420, -0.912763, -0.959366, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.134000, 0.026284, 0.026284, 0.662409, -0.912763, -0.959369, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.134000, 0.026773, 0.026773, 0.662398, -0.912762, -0.959371, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.134000, 0.027218, 0.027218, 0.662386, -0.912762, -0.959374, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.134000, 0.027566, 0.027566, 0.662373, -0.912761, -0.959376, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.134000, 0.027821, 0.027821, 0.662360, -0.912760, -0.959379, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.135000, 0.027990, 0.027990, 0.662347, -0.912760, -0.959381, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.135000, 0.028245, 0.028245, 0.662333, -0.912759, -0.959384, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.135000, 0.028409, 0.028409, 0.662319, -0.912759, -0.959386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.135000, 0.028490, 0.028490, 0.662306, -0.912758, -0.959389, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.136000, 0.028495, 0.028495, 0.662292, -0.912758, -0.959391, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.136000, 0.028601, 0.028601, 0.662278, -0.912757, -0.959394, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.136000, 0.028626, 0.028626, 0.662264, -0.912757, -0.959396, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.136000, 0.028581, 0.028581, 0.662250, -0.912757, -0.959398, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.136000, 0.028472, 0.028472, 0.662237, -0.912757, -0.959400, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.137000, 0.028307, 0.028307, 0.662223, -0.912757, -0.959403, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.137000, 0.028223, 0.028223, 0.662209, -0.912757, -0.959405, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.137000, 0.028117, 0.028117, 0.662196, -0.912757, -0.959407, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.137000, 0.027961, 0.027961, 0.662183, -0.912757, -0.959409, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.140000, 0.027756, 0.027756, 0.662170, -0.912758, -0.959411, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.140000, 0.027919, 0.027919, 0.662157, -0.912759, -0.959413, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.140000, 0.027974, 0.027974, 0.662146, -0.912760, -0.959414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.141000, 0.027925, 0.027925, 0.662134, -0.912761, -0.959416, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.141000, 0.027991, 0.027991, 0.662123, -0.912762, -0.959417, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.141000, 0.027984, 0.027984, 0.662113, -0.912763, -0.959419, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.141000, 0.027913, 0.027913, 0.662102, -0.912764, -0.959420, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.142000, 0.027787, 0.027787, 0.662091, -0.912765, -0.959422, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.142000, 0.027796, 0.027796, 0.662080, -0.912765, -0.959423, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.142000, 0.027742, 0.027742, 0.662069, -0.912766, -0.959425, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.142000, 0.027634, 0.027634, 0.662058, -0.912767, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.142000, 0.027547, 0.027547, 0.662047, -0.912767, -0.959428, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.143000, 0.027469, 0.027469, 0.662035, -0.912768, -0.959429, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.143000, 0.027394, 0.027394, 0.662024, -0.912769, -0.959431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.143000, 0.027276, 0.027276, 0.662013, -0.912769, -0.959432, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.143000, 0.027166, 0.027166, 0.662001, -0.912770, -0.959433, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.143000, 0.027056, 0.027056, 0.661990, -0.912770, -0.959435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.144000, 0.026939, 0.026939, 0.661978, -0.912771, -0.959436, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.144000, 0.026795, 0.026795, 0.661967, -0.912771, -0.959437, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.144000, 0.026615, 0.026615, 0.661956, -0.912772, -0.959438, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.144000, 0.026440, 0.026440, 0.661945, -0.912772, -0.959440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.145000, 0.026261, 0.026261, 0.661934, -0.912773, -0.959441, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.145000, 0.026124, 0.026124, 0.661923, -0.912774, -0.959442, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.145000, 0.025938, 0.025938, 0.661913, -0.912774, -0.959443, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.145000, 0.025719, 0.025719, 0.661902, -0.912775, -0.959444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.145000, 0.025507, 0.025507, 0.661892, -0.912775, -0.959446, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.146000, 0.025299, 0.025299, 0.661882, -0.912776, -0.959447, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.146000, 0.025150, 0.025150, 0.661872, -0.912776, -0.959448, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.146000, 0.024958, 0.024958, 0.661862, -0.912777, -0.959449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.146000, 0.024731, 0.024731, 0.661853, -0.912778, -0.959450, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.147000, 0.024521, 0.024521, 0.661843, -0.912778, -0.959451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.147000, 0.024417, 0.024417, 0.661834, -0.912779, -0.959452, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.147000, 0.024269, 0.024269, 0.661824, -0.912779, -0.959453, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.147000, 0.024081, 0.024081, 0.661815, -0.912780, -0.959454, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.154000, 0.023903, 0.023903, 0.661806, -0.912780, -0.959455, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.155000, 0.025237, 0.025237, 0.661798, -0.912782, -0.959454, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.156000, 0.026613, 0.026613, 0.661791, -0.912783, -0.959451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.158000, 0.027938, 0.027938, 0.661784, -0.912783, -0.959449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.159000, 0.029479, 0.029479, 0.661777, -0.912784, -0.959446, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.160000, 0.030960, 0.030960, 0.661770, -0.912783, -0.959444, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.161000, 0.032445, 0.032445, 0.661763, -0.912783, -0.959441, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.162000, 0.033954, 0.033954, 0.661755, -0.912781, -0.959439, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.163000, 0.035484, 0.035484, 0.661747, -0.912780, -0.959437, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.164000, 0.037044, 0.037044, 0.661737, -0.912777, -0.959435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.165000, 0.038627, 0.038627, 0.661726, -0.912775, -0.959433, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.166000, 0.040237, 0.040237, 0.661713, -0.912772, -0.959431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.167000, 0.041863, 0.041863, 0.661699, -0.912770, -0.959430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.168000, 0.043505, 0.043505, 0.661684, -0.912767, -0.959428, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.168000, 0.045155, 0.045155, 0.661667, -0.912763, -0.959427, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.169000, 0.046754, 0.046754, 0.661649, -0.912760, -0.959427, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.170000, 0.048355, 0.048355, 0.661629, -0.912756, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.170000, 0.049951, 0.049951, 0.661608, -0.912753, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.171000, 0.051321, 0.051321, 0.661585, -0.912749, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.185000, 0.052703, 0.052703, 0.661562, -0.912746, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.185000, 0.057467, 0.057467, 0.661542, -0.912746, -0.959419, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.186000, 0.061527, 0.061527, 0.661523, -0.912741, -0.959411, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.186000, 0.065173, 0.065173, 0.661503, -0.912737, -0.959403, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.187000, 0.068388, 0.068388, 0.661481, -0.912733, -0.959396, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.188000, 0.071463, 0.071463, 0.661457, -0.912728, -0.959391, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.188000, 0.074427, 0.074427, 0.661430, -0.912723, -0.959386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.189000, 0.077003, 0.077003, 0.661401, -0.912718, -0.959384, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.189000, 0.079500, 0.079500, 0.661368, -0.912712, -0.959383, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.190000, 0.081863, 0.081863, 0.661333, -0.912707, -0.959384, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.190000, 0.084146, 0.084146, 0.661295, -0.912702, -0.959386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.191000, 0.086087, 0.086087, 0.661254, -0.912697, -0.959389, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.191000, 0.087976, 0.087976, 0.661212, -0.912692, -0.959393, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.192000, 0.089524, 0.089524, 0.661168, -0.912687, -0.959397, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.192000, 0.091025, 0.091025, 0.661122, -0.912683, -0.959402, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.193000, 0.092187, 0.092187, 0.661076, -0.912679, -0.959407, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.194000, 0.093315, 0.093315, 0.661028, -0.912675, -0.959412, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.194000, 0.094421, 0.094421, 0.660980, -0.912672, -0.959417, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.195000, 0.095207, 0.095207, 0.660932, -0.912669, -0.959422, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.196000, 0.095988, 0.095988, 0.660883, -0.912668, -0.959426, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.196000, 0.096780, 0.096780, 0.660835, -0.912666, -0.959431, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.197000, 0.097251, 0.097251, 0.660786, -0.912665, -0.959435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.197000, 0.097757, 0.097757, 0.660737, -0.912665, -0.959439, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.198000, 0.097992, 0.097992, 0.660688, -0.912665, -0.959443, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.198000, 0.098074, 0.098074, 0.660639, -0.912666, -0.959447, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.199000, 0.097975, 0.097975, 0.660590, -0.912668, -0.959451, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.199000, 0.097923, 0.097923, 0.660542, -0.912669, -0.959454, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.200000, 0.097653, 0.097653, 0.660493, -0.912671, -0.959458, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.201000, 0.097502, 0.097502, 0.660445, -0.912674, -0.959462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.201000, 0.097476, 0.097476, 0.660397, -0.912676, -0.959465, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.202000, 0.097218, 0.097218, 0.660349, -0.912679, -0.959468, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.202000, 0.097094, 0.097094, 0.660301, -0.912682, -0.959471, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.203000, 0.096778, 0.096778, 0.660254, -0.912685, -0.959474, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.203000, 0.096597, 0.096597, 0.660206, -0.912688, -0.959477, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.204000, 0.096221, 0.096221, 0.660159, -0.912690, -0.959480, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.204000, 0.095998, 0.095998, 0.660112, -0.912694, -0.959483, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.205000, 0.095595, 0.095595, 0.660064, -0.912697, -0.959486, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.206000, 0.095346, 0.095346, 0.660017, -0.912700, -0.959489, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.206000, 0.095246, 0.095246, 0.659970, -0.912703, -0.959492, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.207000, 0.094945, 0.094945, 0.659923, -0.912706, -0.959495, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.207000, 0.094793, 0.094793, 0.659877, -0.912709, -0.959498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.208000, 0.094448, 0.094448, 0.659830, -0.912712, -0.959501, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.208000, 0.094257, 0.094257, 0.659783, -0.912715, -0.959504, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.208000, 0.093880, 0.093880, 0.659736, -0.912718, -0.959507, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.209000, 0.093336, 0.093336, 0.659689, -0.912721, -0.959511, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.209000, 0.092969, 0.092969, 0.659642, -0.912724, -0.959515, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.210000, 0.092442, 0.092442, 0.659595, -0.912726, -0.959519, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.210000, 0.092090, 0.092090, 0.659548, -0.912729, -0.959523, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.211000, 0.091569, 0.091569, 0.659501, -0.912732, -0.959528, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.211000, 0.091229, 0.091229, 0.659455, -0.912735, -0.959532, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.212000, 0.090721, 0.090721, 0.659408, -0.912737, -0.959537, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.212000, 0.090396, 0.090396, 0.659362, -0.912740, -0.959541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.213000, 0.089904, 0.089904, 0.659316, -0.912742, -0.959546, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.213000, 0.089600, 0.089600, 0.659270, -0.912745, -0.959551, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.213000, 0.089132, 0.089132, 0.659225, -0.912747, -0.959556, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.214000, 0.088517, 0.088517, 0.659179, -0.912749, -0.959562, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.214000, 0.088105, 0.088105, 0.659134, -0.912752, -0.959567, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.214000, 0.087544, 0.087544, 0.659088, -0.912754, -0.959573, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.215000, 0.086848, 0.086848, 0.659043, -0.912756, -0.959579, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.215000, 0.086370, 0.086370, 0.658998, -0.912758, -0.959585, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.215000, 0.085749, 0.085749, 0.658953, -0.912760, -0.959592, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.216000, 0.085052, 0.085052, 0.658908, -0.912762, -0.959598, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.216000, 0.084526, 0.084526, 0.658864, -0.912763, -0.959605, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.216000, 0.083861, 0.083861, 0.658820, -0.912765, -0.959611, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.217000, 0.083178, 0.083178, 0.658776, -0.912767, -0.959618, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.217000, 0.082619, 0.082619, 0.658733, -0.912769, -0.959625, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.217000, 0.081923, 0.081923, 0.658690, -0.912770, -0.959631, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.218000, 0.081224, 0.081224, 0.658647, -0.912772, -0.959637, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.218000, 0.080649, 0.080649, 0.658605, -0.912774, -0.959643, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.224000, 0.079940, 0.079940, 0.658563, -0.912775, -0.959649, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.224000, 0.081549, 0.081549, 0.658524, -0.912780, -0.959651, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.224000, 0.082694, 0.082694, 0.658486, -0.912781, -0.959653, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.224000, 0.083430, 0.083430, 0.658449, -0.912782, -0.959655, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.225000, 0.083931, 0.083931, 0.658412, -0.912783, -0.959657, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.225000, 0.084602, 0.084602, 0.658374, -0.912784, -0.959659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.225000, 0.085047, 0.085047, 0.658335, -0.912784, -0.959662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.225000, 0.085274, 0.085274, 0.658295, -0.912784, -0.959666, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.226000, 0.085382, 0.085382, 0.658253, -0.912784, -0.959671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.226000, 0.085644, 0.085644, 0.658212, -0.912783, -0.959676, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.226000, 0.085914, 0.085914, 0.658169, -0.912783, -0.959682, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.226000, 0.086005, 0.086005, 0.658125, -0.912783, -0.959688, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.227000, 0.085912, 0.085912, 0.658080, -0.912782, -0.959694, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.227000, 0.086022, 0.086022, 0.658036, -0.912781, -0.959701, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.227000, 0.085927, 0.085927, 0.657991, -0.912781, -0.959707, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.228000, 0.085646, 0.085646, 0.657946, -0.912780, -0.959713, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.228000, 0.085577, 0.085577, 0.657901, -0.912780, -0.959719, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.228000, 0.085304, 0.085304, 0.657857, -0.912779, -0.959724, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.228000, 0.084847, 0.084847, 0.657812, -0.912779, -0.959729, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.229000, 0.084225, 0.084225, 0.657768, -0.912779, -0.959735, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.229000, 0.083859, 0.083859, 0.657724, -0.912779, -0.959740, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.229000, 0.083337, 0.083337, 0.657681, -0.912780, -0.959744, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.229000, 0.082653, 0.082653, 0.657638, -0.912780, -0.959749, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.230000, 0.081828, 0.081828, 0.657596, -0.912781, -0.959754, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.230000, 0.081089, 0.081089, 0.657554, -0.912783, -0.959758, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.230000, 0.080269, 0.080269, 0.657513, -0.912784, -0.959762, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.230000, 0.079407, 0.079407, 0.657473, -0.912786, -0.959766, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.230000, 0.078503, 0.078503, 0.657433, -0.912788, -0.959769, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.231000, 0.077532, 0.077532, 0.657394, -0.912789, -0.959773, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.231000, 0.076675, 0.076675, 0.657355, -0.912791, -0.959776, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.231000, 0.075740, 0.075740, 0.657317, -0.912793, -0.959779, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.231000, 0.074710, 0.074710, 0.657280, -0.912796, -0.959783, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.232000, 0.073638, 0.073638, 0.657244, -0.912798, -0.959785, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.232000, 0.072863, 0.072863, 0.657208, -0.912800, -0.959788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.232000, 0.071994, 0.071994, 0.657174, -0.912802, -0.959791, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.232000, 0.071039, 0.071039, 0.657140, -0.912804, -0.959793, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.232000, 0.070010, 0.070010, 0.657106, -0.912806, -0.959796, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.233000, 0.068965, 0.068965, 0.657073, -0.912808, -0.959798, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.233000, 0.068223, 0.068223, 0.657040, -0.912810, -0.959800, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.233000, 0.067397, 0.067397, 0.657009, -0.912812, -0.959802, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.233000, 0.066491, 0.066491, 0.656978, -0.912814, -0.959804, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.234000, 0.065518, 0.065518, 0.656947, -0.912816, -0.959806, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.234000, 0.064895, 0.064895, 0.656918, -0.912818, -0.959807, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.234000, 0.064179, 0.064179, 0.656889, -0.912820, -0.959809, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.234000, 0.063382, 0.063382, 0.656860, -0.912822, -0.959810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.234000, 0.062517, 0.062517, 0.656832, -0.912823, -0.959812, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.235000, 0.061592, 0.061592, 0.656804, -0.912825, -0.959813, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.235000, 0.061028, 0.061028, 0.656776, -0.912827, -0.959814, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.235000, 0.060377, 0.060377, 0.656750, -0.912828, -0.959815, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.235000, 0.059649, 0.059649, 0.656723, -0.912830, -0.959816, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.236000, 0.058857, 0.058857, 0.656697, -0.912831, -0.959817, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.236000, 0.058423, 0.058423, 0.656672, -0.912832, -0.959818, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.236000, 0.057897, 0.057897, 0.656647, -0.912834, -0.959819, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.236000, 0.057290, 0.057290, 0.656623, -0.912835, -0.959820, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.237000, 0.056615, 0.056615, 0.656598, -0.912836, -0.959821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.237000, 0.056296, 0.056296, 0.656574, -0.912837, -0.959821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.237000, 0.055880, 0.055880, 0.656551, -0.912838, -0.959822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.237000, 0.055381, 0.055381, 0.656528, -0.912839, -0.959822, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.237000, 0.054828, 0.054828, 0.656504, -0.912839, -0.959823, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
8.238000, 0.054337, 0.054337, 0.656481, -0.912840, -0.959823, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
