Time (sec), Theta_0, Theta_1, Theta_2, Theta_3, Theta_4, ThetaDes_0, ThetaDes_1, ThetaDes_2, ThetaDes_3, ThetaDes_4
5.973000, -0.135115, -0.135115, 0.569696, -0.915033, -0.957427, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.973000, -0.133916, -0.133916, 0.569739, -0.915029, -0.957430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.973000, -0.132588, -0.132588, 0.569782, -0.915026, -0.957434, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.974000, -0.131215, -0.131215, 0.569823, -0.915022, -0.957437, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.979000, -0.130265, -0.130265, 0.569863, -0.915018, -0.957441, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.979000, -0.133350, -0.133350, 0.569897, -0.915005, -0.957455, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.982000, -0.135841, -0.135841, 0.569929, -0.915005, -0.957473, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.982000, -0.140085, -0.140085, 0.569959, -0.914993, -0.957497, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.983000, -0.143558, -0.143558, 0.569988, -0.914996, -0.957521, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.983000, -0.147031, -0.147031, 0.570018, -0.914989, -0.957544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.983000, -0.150032, -0.150032, 0.570051, -0.914994, -0.957565, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.983000, -0.152338, -0.152338, 0.570088, -0.914992, -0.957584, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.983000, -0.154316, -0.154316, 0.570130, -0.914996, -0.957599, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.984000, -0.155967, -0.155967, 0.570176, -0.914998, -0.957610, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.984000, -0.157884, -0.157884, 0.570225, -0.914999, -0.957621, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.984000, -0.159559, -0.159559, 0.570278, -0.915002, -0.957630, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.984000, -0.160758, -0.160758, 0.570333, -0.915005, -0.957637, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.985000, -0.161551, -0.161551, 0.570392, -0.915008, -0.957642, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.985000, -0.162732, -0.162732, 0.570451, -0.915011, -0.957647, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.985000, -0.163451, -0.163451, 0.570512, -0.915013, -0.957651, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.985000, -0.163746, -0.163746, 0.570574, -0.915016, -0.957654, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.986000, -0.163637, -0.163637, 0.570636, -0.915018, -0.957657, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.986000, -0.163975, -0.163975, 0.570699, -0.915019, -0.957659, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.986000, -0.163908, -0.163908, 0.570761, -0.915019, -0.957662, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.986000, -0.163430, -0.163430, 0.570823, -0.915020, -0.957664, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.986000, -0.162588, -0.162588, 0.570885, -0.915020, -0.957666, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.987000, -0.161430, -0.161430, 0.570947, -0.915020, -0.957667, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.987000, -0.160846, -0.160846, 0.571007, -0.915018, -0.957668, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.987000, -0.159969, -0.159969, 0.571067, -0.915015, -0.957669, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.987000, -0.158764, -0.158764, 0.571125, -0.915013, -0.957670, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.988000, -0.157279, -0.157279, 0.571183, -0.915011, -0.957671, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.988000, -0.156187, -0.156187, 0.571239, -0.915006, -0.957673, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.988000, -0.154880, -0.154880, 0.571294, -0.915002, -0.957674, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.988000, -0.153392, -0.153392, 0.571348, -0.914999, -0.957676, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.989000, -0.151816, -0.151816, 0.571402, -0.914995, -0.957677, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.989000, -0.150658, -0.150658, 0.571453, -0.914990, -0.957679, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.989000, -0.149314, -0.149314, 0.571504, -0.914985, -0.957680, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.989000, -0.147740, -0.147740, 0.571553, -0.914980, -0.957682, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.992000, -0.146196, -0.146196, 0.571603, -0.914976, -0.957684, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.992000, -0.146892, -0.146892, 0.571649, -0.914966, -0.957690, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.993000, -0.147045, -0.147045, 0.571693, -0.914963, -0.957698, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.993000, -0.147546, -0.147546, 0.571736, -0.914956, -0.957708, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.993000, -0.147739, -0.147739, 0.571778, -0.914953, -0.957717, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.993000, -0.147505, -0.147505, 0.571820, -0.914949, -0.957726, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.994000, -0.147024, -0.147024, 0.571864, -0.914946, -0.957733, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.994000, -0.147100, -0.147100, 0.571908, -0.914942, -0.957741, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.994000, -0.146869, -0.146869, 0.571953, -0.914939, -0.957748, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.994000, -0.146357, -0.146357, 0.571999, -0.914936, -0.957754, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.995000, -0.145812, -0.145812, 0.572046, -0.914933, -0.957760, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.995000, -0.145601, -0.145601, 0.572092, -0.914930, -0.957765, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.995000, -0.145126, -0.145126, 0.572139, -0.914928, -0.957771, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.995000, -0.144569, -0.144569, 0.572187, -0.914925, -0.957775, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.996000, -0.143743, -0.143743, 0.572235, -0.914923, -0.957780, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.996000, -0.143273, -0.143273, 0.572282, -0.914920, -0.957784, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.996000, -0.142666, -0.142666, 0.572329, -0.914917, -0.957788, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.996000, -0.141861, -0.141861, 0.572375, -0.914915, -0.957792, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.996000, -0.140802, -0.140802, 0.572422, -0.914912, -0.957795, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.997000, -0.139518, -0.139518, 0.572470, -0.914910, -0.957799, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.997000, -0.138645, -0.138645, 0.572515, -0.914907, -0.957802, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.997000, -0.137646, -0.137646, 0.572560, -0.914904, -0.957805, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.997000, -0.136536, -0.136536, 0.572605, -0.914901, -0.957808, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.998000, -0.135209, -0.135209, 0.572649, -0.914898, -0.957810, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.998000, -0.134291, -0.134291, 0.572691, -0.914894, -0.957813, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.998000, -0.133166, -0.133166, 0.572733, -0.914891, -0.957816, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.998000, -0.131973, -0.131973, 0.572774, -0.914888, -0.957819, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.998000, -0.130664, -0.130664, 0.572815, -0.914885, -0.957821, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.999000, -0.129183, -0.129183, 0.572856, -0.914883, -0.957823, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.999000, -0.128151, -0.128151, 0.572895, -0.914879, -0.957826, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.999000, -0.126948, -0.126948, 0.572933, -0.914876, -0.957829, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
5.999000, -0.125761, -0.125761, 0.572970, -0.914873, -0.957831, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.000000, -0.124420, -0.124420, 0.573008, -0.914870, -0.957833, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.000000, -0.123508, -0.123508, 0.573043, -0.914867, -0.957837, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.006000, -0.122421, -0.122421, 0.573078, -0.914863, -0.957840, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.006000, -0.126176, -0.126176, 0.573106, -0.914850, -0.957855, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.006000, -0.129346, -0.129346, 0.573132, -0.914852, -0.957873, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.007000, -0.131505, -0.131505, 0.573157, -0.914846, -0.957891, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.007000, -0.134136, -0.134136, 0.573183, -0.914847, -0.957908, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.007000, -0.136118, -0.136118, 0.573211, -0.914846, -0.957925, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.007000, -0.137731, -0.137731, 0.573242, -0.914847, -0.957939, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.007000, -0.138947, -0.138947, 0.573277, -0.914849, -0.957951, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.008000, -0.139996, -0.139996, 0.573315, -0.914851, -0.957960, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.008000, -0.141316, -0.141316, 0.573356, -0.914853, -0.957969, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.008000, -0.142499, -0.142499, 0.573398, -0.914855, -0.957976, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.008000, -0.143301, -0.143301, 0.573443, -0.914857, -0.957982, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.009000, -0.143747, -0.143747, 0.573491, -0.914860, -0.957988, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.009000, -0.144662, -0.144662, 0.573539, -0.914862, -0.957992, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.009000, -0.145180, -0.145180, 0.573587, -0.914865, -0.957997, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.009000, -0.145326, -0.145326, 0.573637, -0.914867, -0.958001, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.009000, -0.145130, -0.145130, 0.573688, -0.914869, -0.958005, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.010000, -0.144614, -0.144614, 0.573739, -0.914871, -0.958008, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.010000, -0.144635, -0.144635, 0.573789, -0.914872, -0.958012, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.010000, -0.144329, -0.144329, 0.573838, -0.914872, -0.958015, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.010000, -0.143684, -0.143684, 0.573888, -0.914873, -0.958018, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.011000, -0.142738, -0.142738, 0.573936, -0.914873, -0.958021, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.011000, -0.142364, -0.142364, 0.573984, -0.914871, -0.958024, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.011000, -0.141727, -0.141727, 0.574030, -0.914869, -0.958028, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.011000, -0.140788, -0.140788, 0.574075, -0.914868, -0.958031, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.011000, -0.139593, -0.139593, 0.574120, -0.914866, -0.958034, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.012000, -0.138178, -0.138178, 0.574165, -0.914865, -0.958036, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.012000, -0.137195, -0.137195, 0.574208, -0.914861, -0.958040, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.012000, -0.136043, -0.136043, 0.574250, -0.914858, -0.958044, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.012000, -0.134818, -0.134818, 0.574291, -0.914855, -0.958047, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.013000, -0.133451, -0.133451, 0.574331, -0.914852, -0.958050, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.013000, -0.132509, -0.132509, 0.574370, -0.914848, -0.958055, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.013000, -0.131407, -0.131407, 0.574408, -0.914844, -0.958059, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.013000, -0.130105, -0.130105, 0.574445, -0.914841, -0.958063, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.019000, -0.128838, -0.128838, 0.574482, -0.914837, -0.958067, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.019000, -0.132210, -0.132210, 0.574512, -0.914823, -0.958083, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.019000, -0.135039, -0.135039, 0.574540, -0.914824, -0.958102, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.020000, -0.136873, -0.136873, 0.574568, -0.914817, -0.958122, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.020000, -0.139203, -0.139203, 0.574596, -0.914817, -0.958141, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.023000, -0.140901, -0.140901, 0.574626, -0.914814, -0.958159, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.023000, -0.144644, -0.144644, 0.574655, -0.914810, -0.958180, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.024000, -0.147788, -0.147788, 0.574686, -0.914811, -0.958199, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.024000, -0.151093, -0.151093, 0.574719, -0.914810, -0.958218, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.024000, -0.153848, -0.153848, 0.574755, -0.914812, -0.958235, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.024000, -0.156050, -0.156050, 0.574795, -0.914814, -0.958249, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.025000, -0.157944, -0.157944, 0.574840, -0.914818, -0.958261, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.025000, -0.160004, -0.160004, 0.574887, -0.914820, -0.958271, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.025000, -0.161830, -0.161830, 0.574938, -0.914823, -0.958280, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.025000, -0.163176, -0.163176, 0.574992, -0.914827, -0.958287, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.026000, -0.164077, -0.164077, 0.575049, -0.914830, -0.958293, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.026000, -0.165341, -0.165341, 0.575106, -0.914833, -0.958297, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.026000, -0.166125, -0.166125, 0.575165, -0.914836, -0.958302, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.026000, -0.166470, -0.166470, 0.575226, -0.914838, -0.958306, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.026000, -0.166401, -0.166401, 0.575287, -0.914841, -0.958308, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.027000, -0.165947, -0.165947, 0.575350, -0.914843, -0.958310, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.027000, -0.165980, -0.165980, 0.575412, -0.914843, -0.958312, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.027000, -0.165652, -0.165652, 0.575473, -0.914843, -0.958314, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.027000, -0.164925, -0.164925, 0.575533, -0.914843, -0.958316, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.028000, -0.163849, -0.163849, 0.575594, -0.914843, -0.958317, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.028000, -0.163318, -0.163318, 0.575653, -0.914840, -0.958319, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.028000, -0.162489, -0.162489, 0.575711, -0.914838, -0.958320, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.028000, -0.161323, -0.161323, 0.575768, -0.914836, -0.958322, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.029000, -0.159871, -0.159871, 0.575825, -0.914833, -0.958323, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.029000, -0.158801, -0.158801, 0.575880, -0.914829, -0.958325, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.029000, -0.157512, -0.157512, 0.575934, -0.914825, -0.958327, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.029000, -0.156105, -0.156105, 0.575987, -0.914821, -0.958328, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.029000, -0.154531, -0.154531, 0.576040, -0.914818, -0.958330, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.030000, -0.152753, -0.152753, 0.576092, -0.914814, -0.958332, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.032000, -0.151421, -0.151421, 0.576143, -0.914808, -0.958334, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.033000, -0.151690, -0.151690, 0.576190, -0.914801, -0.958340, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.033000, -0.152321, -0.152321, 0.576236, -0.914795, -0.958350, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.033000, -0.152440, -0.152440, 0.576280, -0.914790, -0.958360, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.033000, -0.152183, -0.152183, 0.576324, -0.914785, -0.958369, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.034000, -0.151619, -0.151619, 0.576369, -0.914781, -0.958378, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.034000, -0.151591, -0.151591, 0.576413, -0.914777, -0.958386, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.034000, -0.151246, -0.151246, 0.576458, -0.914773, -0.958394, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.034000, -0.150620, -0.150620, 0.576504, -0.914769, -0.958401, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.034000, -0.149964, -0.149964, 0.576551, -0.914766, -0.958408, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.035000, -0.149060, -0.149060, 0.576599, -0.914763, -0.958414, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.035000, -0.148521, -0.148521, 0.576647, -0.914760, -0.958420, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.035000, -0.147871, -0.147871, 0.576694, -0.914756, -0.958425, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.035000, -0.147013, -0.147013, 0.576742, -0.914753, -0.958430, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.036000, -0.145902, -0.145902, 0.576790, -0.914751, -0.958435, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.036000, -0.145162, -0.145162, 0.576837, -0.914747, -0.958440, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.036000, -0.144300, -0.144300, 0.576884, -0.914743, -0.958445, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.036000, -0.143265, -0.143265, 0.576930, -0.914740, -0.958449, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.037000, -0.141988, -0.141988, 0.576976, -0.914737, -0.958454, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.037000, -0.141095, -0.141095, 0.577020, -0.914733, -0.958458, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.037000, -0.139976, -0.139976, 0.577063, -0.914729, -0.958462, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.037000, -0.138772, -0.138772, 0.577106, -0.914726, -0.958466, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.038000, -0.137423, -0.137423, 0.577149, -0.914722, -0.958470, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.038000, -0.136477, -0.136477, 0.577191, -0.914718, -0.958474, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.038000, -0.135324, -0.135324, 0.577231, -0.914715, -0.958478, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.038000, -0.133964, -0.133964, 0.577271, -0.914711, -0.958481, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.038000, -0.132639, -0.132639, 0.577311, -0.914708, -0.958485, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.039000, -0.131141, -0.131141, 0.577351, -0.914705, -0.958488, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.039000, -0.130086, -0.130086, 0.577389, -0.914701, -0.958491, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.039000, -0.128857, -0.128857, 0.577426, -0.914697, -0.958494, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.039000, -0.127583, -0.127583, 0.577463, -0.914694, -0.958498, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.040000, -0.126224, -0.126224, 0.577500, -0.914691, -0.958501, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.040000, -0.125289, -0.125289, 0.577535, -0.914688, -0.958504, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.040000, -0.124175, -0.124175, 0.577569, -0.914685, -0.958508, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.046000, -0.123043, -0.123043, 0.577603, -0.914682, -0.958511, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.046000, -0.126576, -0.126576, 0.577630, -0.914669, -0.958526, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.047000, -0.129556, -0.129556, 0.577656, -0.914671, -0.958544, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.047000, -0.132375, -0.132375, 0.577680, -0.914663, -0.958564, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.047000, -0.134739, -0.134739, 0.577705, -0.914667, -0.958583, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.047000, -0.136448, -0.136448, 0.577733, -0.914664, -0.958601, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.047000, -0.137883, -0.137883, 0.577764, -0.914668, -0.958616, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.048000, -0.138854, -0.138854, 0.577799, -0.914669, -0.958628, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.048000, -0.140372, -0.140372, 0.577836, -0.914670, -0.958640, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.048000, -0.141558, -0.141558, 0.577876, -0.914672, -0.958650, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.048000, -0.142524, -0.142524, 0.577918, -0.914675, -0.958658, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.049000, -0.143140, -0.143140, 0.577963, -0.914678, -0.958665, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.049000, -0.144203, -0.144203, 0.578009, -0.914680, -0.958672, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.049000, -0.144876, -0.144876, 0.578056, -0.914683, -0.958678, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.049000, -0.145182, -0.145182, 0.578105, -0.914685, -0.958683, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.050000, -0.145144, -0.145144, 0.578154, -0.914688, -0.958688, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.050000, -0.145584, -0.145584, 0.578203, -0.914689, -0.958693, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.050000, -0.145642, -0.145642, 0.578252, -0.914691, -0.958697, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.050000, -0.145342, -0.145342, 0.578301, -0.914693, -0.958702, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.050000, -0.144717, -0.144717, 0.578350, -0.914694, -0.958706, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.051000, -0.143799, -0.143799, 0.578399, -0.914696, -0.958709, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.051000, -0.143462, -0.143462, 0.578447, -0.914694, -0.958713, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.051000, -0.142860, -0.142860, 0.578494, -0.914694, -0.958717, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.051000, -0.141940, -0.141940, 0.578540, -0.914693, -0.958720, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.052000, -0.140755, -0.140755, 0.578586, -0.914692, -0.958724, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.052000, -0.139950, -0.139950, 0.578629, -0.914689, -0.958728, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.052000, -0.138984, -0.138984, 0.578672, -0.914686, -0.958732, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.052000, -0.137930, -0.137930, 0.578714, -0.914684, -0.958736, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.052000, -0.136649, -0.136649, 0.578755, -0.914682, -0.958740, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.053000, -0.135175, -0.135175, 0.578796, -0.914680, -0.958743, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.053000, -0.134138, -0.134138, 0.578835, -0.914675, -0.958748, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.053000, -0.132952, -0.132952, 0.578874, -0.914672, -0.958752, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
6.053000, -0.131668, -0.131668, 0.578911, -0.914668, -0.958756, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
